"wmc","dit","noc","cbo","rfc","lcom","ca","ce","npm","lcom3","loc","dam","moa","mfa","cam","ic","cbm","amc","max_cc","avg_cc","bug"
3.091042453358316,0.6931471805599453,0.0,2.4849066497880004,4.820281565605037,5.056245805348308,0.6931471805599453,2.4849066497880004,2.833213344056216,0.6586296756032948,7.653020413804189,0.6931471805599453,1.0986122886681098,0.0,0.19153821180713543,0.0,0.0,4.601353387470951,3.58351893845611,1.2992920749980297,NO
1.791759469228055,0.6931471805599453,0.0,0.6931471805599453,2.3978952727983707,0.0,0.6931471805599453,0.6931471805599453,1.791759469228055,0.0,3.8501476017100584,0.6931471805599453,0.0,0.0,0.42744401460954823,0.0,0.0,2.1972245773362196,1.3862943611198906,0.7884573603642703,NO
0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
2.70805020110221,0.6931471805599453,0.0,1.6094379124341003,3.7376696182833684,3.5263605246161616,1.0986122886681098,1.6094379124341003,2.4849066497880004,0.45547552873160624,5.846438775057725,0.6931471805599453,0.6931471805599453,0.0,0.35667494423873236,0.0,0.0,3.1986731175506815,1.0986122886681098,0.6931471805599453,YES
1.3862943611198906,0.6931471805599453,0.0,1.0986122886681098,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.0,1.3862943611198906,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,NO
0.6931471805599453,0.6931471805599453,0.0,1.791759469228055,0.6931471805599453,0.0,1.791759469228055,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,NO
1.9459101490553132,0.6931471805599453,0.0,1.0986122886681098,1.9459101490553132,2.772588722239781,0.6931471805599453,0.6931471805599453,1.9459101490553132,1.0986122886681098,1.9459101490553132,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,NO
1.6094379124341003,0.6931471805599453,0.0,1.0986122886681098,2.302585092994046,0.0,0.6931471805599453,0.6931471805599453,1.6094379124341003,0.0,3.367295829986474,0.6931471805599453,0.0,0.0,0.4855078157817008,0.0,0.0,1.9095425048844386,0.6931471805599453,0.5596157879354227,NO
1.9459101490553132,0.6931471805599453,0.0,1.3862943611198906,3.4965075614664802,2.6390573296152584,0.0,1.3862943611198906,1.6094379124341003,0.748717031579621,5.783825182329737,0.6931471805599453,0.0,0.0,0.3364722366212129,0.0,0.0,3.967142304586134,0.6931471805599453,0.5108456235659934,NO
1.3862943611198906,1.3862943611198906,0.0,1.3862943611198906,2.6390573296152584,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.0986122886681098,4.382026634673881,0.0,0.0,0.653926467366664,0.4418327525647534,0.6931471805599453,0.6931471805599453,3.2708355636723296,0.6931471805599453,0.5108456235659934,NO
1.9459101490553132,0.6931471805599453,0.0,2.0794415416798357,2.3978952727983707,0.0,2.0794415416798357,0.0,1.6094379124341003,0.0,3.871201010907891,0.6931471805599453,0.0,0.0,0.287682072201781,0.6931471805599453,0.6931471805599453,2.0368819273045182,1.3862943611198906,0.7732052727305244,YES
3.044522437723423,1.3862943611198906,0.0,1.6094379124341003,3.367295829986474,4.2626798770413155,0.6931471805599453,1.3862943611198906,3.044522437723423,0.4054651081081644,5.552959584921617,0.6931471805599453,1.0986122886681098,0.584513339524363,0.3852624007906449,0.6931471805599453,0.6931471805599453,2.5376572151735295,1.0986122886681098,0.5877866649021191,YES
1.3862943611198906,0.6931471805599453,0.0,0.6931471805599453,1.9459101490553132,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,3.1354942159291497,0.6931471805599453,0.0,0.0,0.5108256239659906,0.0,0.0,1.9459101490553132,1.0986122886681098,0.6931471805599453,NO
1.0986122886681098,0.6931471805599453,0.0,1.3862943611198906,1.3862943611198906,0.0,1.3862943611198906,0.0,1.0986122886681098,0.287682072201781,3.4339872044851463,0.0,0.0,0.0,0.5596157879354227,0.0,0.0,2.6026896854443837,0.6931471805599453,0.4054651081081644,NO
1.6094379124341003,0.6931471805599453,0.0,1.6094379124341003,3.367295829986474,0.0,0.6931471805599453,1.3862943611198906,1.6094379124341003,0.367724779817625,5.267858159063328,0.6931471805599453,0.0,0.0,0.4054651081081644,0.0,0.0,3.8607297110405954,0.6931471805599453,0.5596157879354227,NO
0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,1.0986122886681098,0.0,1.3862943611198906,0.0,0.6931471805599453,1.0986122886681098,2.5649493574615367,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,2.302585092994046,0.0,0.0,NO
