"wmc","dit","noc","cbo","rfc","lcom","ca","ce","npm","lcom3","loc","dam","moa","mfa","cam","ic","cbm","amc","max_cc","avg_cc","bug"
0.5,YES
0.75,YES
0.5,YES
1,NO
1,NO
1,YES
0.5,YES
1.037,YES
0.875,YES
1.1429,YES
0,NO
1,YES
0,YES
0.8571,YES
1.2297,YES
0.8571,YES
0.6667,NO
0,NO
1.5,YES
1.1111,YES
0.8333,YES
1,YES
5.1429,YES
0.6667,NO
0.5,YES
0,YES
0.6667,NO
0.5,YES
1.2,NO
1.4286,NO
1.7143,NO
0.8,NO
1,NO
1.4348,YES
1,YES
1.6154,YES
1.5,YES
0.9333,YES
1,YES
2.75,NO
0.875,YES
1,NO
0.5,NO
1,NO
1.2,YES
0.9333,YES
0.8571,NO
1,NO
1.3333,YES
0.9706,YES
1.3333,YES
2,YES
2,YES
0.6667,NO
1,YES
2.9231,NO
0.8889,YES
0.8,YES
1.9286,YES
1.2308,YES
1,YES
1.4667,YES
1.5,YES
1,NO
0.5,NO
1,YES
0.8,YES
0.8333,YES
1.1818,NO
1,YES
1.5,NO
1.7619,YES
3,NO
0.75,NO
0.75,YES
3.5,YES
1,NO
1.5,NO
0.6667,NO
1,YES
0.5,YES
0.8,NO
1,NO
1,NO
0.9375,YES
0.5,YES
4.3333,YES
1,NO
0.6667,YES
1.7778,NO
0.6,NO
0.5714,NO
0.875,YES
0.9545,YES
0.8333,NO
2.1951,YES
1.1176,YES
0.9091,YES
1,NO
1.1,YES
0.8,NO
1,NO
1,YES
0.5,NO
1.5938,YES
0.3333,NO
1.2895,YES
1.75,YES
1.25,YES
1,NO
0.8333,NO
2,NO
1,YES
1.5833,YES
1,NO
0.6667,NO
0.5,YES
1.8,NO
2.3333,NO
1,YES
0.8571,NO
2,YES
1,YES
1.0588,NO
1.0769,NO
1.2353,NO
5.125,NO
1.4783,YES
2.3881,YES
1,YES
0.6667,NO
1,NO
0.9,NO
0.6667,YES
0.9286,YES
0.8889,YES
1,NO
1.0588,YES
0.8333,NO
0.5,YES
1,YES
1.9231,YES
0.96,YES
0.6667,NO
0.6667,NO
0.9286,NO
0.8,NO
1.125,NO
1,NO
1,NO
0.5,NO
0.8,NO
0.8,NO
1.5,YES
2,NO
1.1,YES
1,YES
0.6667,NO
0.5,NO
2,NO
0.6667,NO
0.6667,NO
1,NO
2.3333,NO
2.8235,NO
0.8,YES
1.7143,NO
1.4286,YES
1,NO
3.3333,NO
4,NO
1,NO
0.5,NO
1.6,NO
5.7407,NO
1,YES
0.6667,YES
0.5,YES
3.5714,NO
0,YES
1,YES
0.6667,YES
1.2667,YES
4.8,YES
2.0588,YES
0.9286,YES
2,NO
0.8333,NO
0,NO
1.75,YES
2.5714,YES
0,NO
7.0556,YES
0.5,YES
0.8333,NO
1.5,NO
1.2,NO
0.8,YES
0.875,NO
1.8462,NO
3,NO
1.5,NO
1.7333,NO
0.6667,NO
0.3333,NO
1,NO
1,YES
0.5,NO
0.875,YES
0.8,NO
0.9,YES
0.8,NO
2.6731,YES
0.5,NO
5,NO
0.5,NO
1,NO
1.3077,NO
0.3333,NO
1.375,YES
0.75,NO
2.5,NO
0.75,NO
0.9167,YES
1.7273,YES
1,YES
1.75,NO
1.375,NO
0,NO
2.8333,NO
0.8889,YES
0.9091,NO
1,NO
0.8333,NO
1.5455,YES
2.5,NO
0.8571,NO
1,NO
1,YES
1,NO
0,YES
0.7143,NO
0,NO
0.9792,YES
1.1875,YES
0.8462,NO
1.1538,YES
0.1429,NO
1.25,YES
1,NO
0,YES
1.2,NO
1.75,YES
1.1111,YES
2.4,YES
0,NO
1.5714,NO
1.1818,YES
1,YES
0.8333,NO
1,YES
2.5714,NO
0.3333,NO
0,YES
1,NO
0,YES
0.8333,YES
1.6,NO
0.5,NO
1.1667,YES
1.4,YES
2.8333,NO
0.5,NO
0.8889,NO
0.9286,NO
1,YES
0.9286,NO
1.1429,YES
0.8571,NO
0.5,NO
1.1538,YES
0.9231,YES
1,YES
2,YES
1,NO
0.5,NO
1.3462,YES
0.8571,YES
0.8571,YES
1,NO
0.8,YES
0.6667,NO
1.4737,YES
1.3333,YES
1.037,YES
1,NO
1.2222,YES
2.0833,NO
0.875,YES
2.2857,NO
0.6667,YES
1.3077,NO
1.3333,NO
3,NO
0.5,NO
1,YES
1.5714,YES
1,YES
0.875,YES
1,NO
1,NO
1.75,YES
1.5625,YES
1,YES
1.7273,YES
0.4,NO
1.1667,YES
1.5714,YES
0.9167,YES
0.9583,YES
0.9,YES
1.6667,NO
1,NO
0,NO
0.5,NO
0.7143,YES
4.8,NO
1,NO
0.8889,NO
1.1754,YES
0.1429,NO
1.2222,YES
13.7727,YES
0.8333,NO
1.3333,YES
0.8,NO
0.6667,NO
0.9286,NO
3.6667,NO
0.7143,NO
0.8571,NO
3.1,NO
0.5,NO
2,YES
0.5,NO
0,NO
1.4545,YES
1.6,NO
0.9167,YES
0.9286,YES
1.8,NO
1.5,YES
1.1818,YES
1,NO
1.3,YES
2,NO
1.2,YES
0.9565,YES
0.6667,NO
0.8,YES
1.4545,NO
0.8889,YES
1.1111,NO
1.8261,YES
0.5,NO
1,YES
1.4,YES
