"wmc","dit","noc","cbo","rfc","lcom","ca","ce","npm","lcom3","loc","dam","moa","mfa","cam","ic","cbm","amc","max_cc","avg_cc","bug"
3.4286,NO
1,YES
3.6667,NO
0.5,NO
3.3333,NO
2,YES
5.875,YES
1.3333,NO
2.5,NO
1.4286,NO
1.5,NO
0.6,NO
1,NO
1,NO
1,NO
0,NO
1.3462,NO
4.25,NO
1,NO
3.6667,NO
3,NO
2.625,NO
0.6667,NO
1.25,YES
1.5625,YES
0.6667,NO
1.8,NO
1.2,NO
1,NO
1,YES
1,NO
3.2,NO
3,NO
5.4,NO
3.3333,NO
0,NO
1.8302,YES
4.3333,YES
1.4,NO
1.5714,NO
1.5,YES
0,NO
2,NO
12.5,NO
1.6,NO
1.625,NO
0.5,NO
2.8333,YES
1,NO
5.125,YES
0.6667,YES
4.25,NO
0.6,NO
1.5574,NO
1.0667,NO
2.0833,YES
2.25,NO
2.25,NO
1,NO
4.2,NO
7.75,YES
2.8571,NO
4.75,NO
0.8333,NO
4.5,YES
0,NO
3,NO
1.4286,NO
4,NO
2.9,YES
0.8571,YES
2.0426,YES
0.5,NO
1.5,NO
1,NO
2.75,NO
3,NO
1.25,NO
2.25,YES
1,YES
2.6,YES
3.5,YES
1.3333,NO
0.75,YES
2.9286,NO
3,NO
2,NO
2.9167,YES
0.3333,YES
2.3333,YES
3.5,YES
0,NO
0.8333,NO
2.6667,NO
0.5,NO
1.1429,NO
2.5,NO
1.6667,YES
5.5,NO
0.5,NO
2.6667,YES
3.5,NO
4,NO
1,YES
1,NO
5.2857,NO
0.8667,YES
0.8333,NO
0.5,NO
1.75,NO
1,NO
3.6667,NO
3.3333,NO
4.0625,YES
2.7273,NO
2.6667,NO
2.0588,YES
3.2857,NO
3,YES
2.5882,YES
1,NO
1.625,YES
1,NO
2.3333,YES
2.7273,NO
0.3333,YES
2.6667,NO
0.6667,NO
1.9,YES
1,NO
1.6667,NO
2.3333,NO
1.3333,NO
0.5,NO
1.625,YES
1.75,YES
5,NO
1,NO
1.6667,NO
0.75,NO
2.08,YES
1.75,NO
5.4,YES
5.6,YES
1.5714,YES
1.5,YES
2.3333,NO
0.5,NO
1,NO
1.75,NO
0.5,NO
1.3333,NO
3,NO
1.5,YES
4,NO
1,NO
2.75,NO
3.3333,NO
1.6,NO
0.6,NO
1,NO
2.1667,NO
0.6,NO
0.5,NO
1,NO
1,YES
1,NO
2,YES
2.4375,NO
1.3333,NO
0,YES
1,NO
2.3333,NO
1.8889,YES
0.7778,NO
3,YES
2.0333,YES
1.6,NO
1.3333,NO
1,NO
1.3636,NO
3.4286,NO
3,NO
2.125,NO
0.9,NO
3.5,YES
2.2174,NO
8.2,YES
0.9714,YES
2,YES
0.9444,NO
2.25,NO
5.125,NO
3,NO
1.75,YES
1,NO
1,NO
1.7,NO
1.5,NO
1.8571,NO
1,NO
1.2222,NO
1,NO
1.4286,NO
3.4167,NO
1.6296,NO
1.3333,NO
1.3333,NO
0.5,NO
3,NO
0,NO
0.3333,NO
1.4615,NO
2.4286,NO
1.6667,YES
1.5,NO
2.875,YES
4.5,NO
1.5,NO
0.7778,NO
2,NO
1.1429,NO
2.0667,YES
0,NO
2.3333,YES
0.5,NO
1,YES
1.75,NO
1.5,YES
1.2157,NO
3.2857,NO
2,NO
12.5,NO
3.4118,NO
3.6667,NO
1,NO
3.5,YES
2.4,NO
2.6667,NO
2.0588,YES
4.3333,NO
1.3333,NO
4.5,YES
6.4,YES
1,NO
1.5,YES
1.625,NO
1,NO
2.2222,YES
2.7273,YES
0.3333,NO
2.5833,YES
1.3462,NO
1.5,YES
3.3333,NO
2.2174,NO
10.4,NO
0.9767,NO
2.6,YES
2.1667,YES
1.3333,NO
1.4,YES
3.3333,NO
2.8125,YES
1,NO
2,NO
3.2143,YES
1.75,NO
0.3333,NO
1.8571,NO
1,NO
0,YES
3.25,NO
0.8333,NO
3.6667,NO
1.6,NO
0.75,YES
1,NO
4,NO
2.8333,YES
1.6,NO
0.6,YES
0,NO
4.25,NO
1,YES
0.6,NO
2.3636,NO
1,NO
0.5,NO
1.6667,NO
3.6667,NO
2.625,YES
0.6667,NO
0.5,NO
0.5,NO
2,YES
0.6667,YES
1.8,NO
1.2,NO
1,NO
0.75,NO
1,NO
3.2,NO
3,NO
6.8,NO
3.8571,NO
2.48,YES
2.125,YES
0.9,NO
0.5,NO
4.5,NO
2.6,NO
1.6296,NO
1.3333,NO
1.3333,NO
0.5,NO
3.75,NO
0.5,NO
5.75,NO
3.75,NO
4.6667,NO
0.875,YES
1,NO
6.4286,YES
0.9167,NO
0.8333,NO
5.5,YES
0.7778,NO
1.9,YES
1,NO
0.5,NO
1.5882,NO
2.5,YES
2.75,NO
2.25,NO
1,NO
1.3333,NO
10.25,NO
2.5714,NO
7.25,YES
0.8333,NO
1.8889,YES
0.7778,YES
3,YES
3.1,YES
1.6,NO
1.3333,NO
1,YES
1,YES
1.3636,NO
1.5,NO
1.9104,YES
5.6667,YES
1.4,NO
1.5,NO
0.9444,NO
0.5,NO
0,YES
1.3333,NO
0.3333,NO
3,NO
3.4286,NO
3.3333,NO
4,YES
0.5,NO
3.3333,YES
2,NO
2.8,NO
3.2857,YES
2.6875,YES
1,NO
1.7143,NO
2.4,YES
1.1111,YES
0.6,NO
1,NO
1,NO
1.8333,YES
0,NO
2.5294,YES
0.6667,NO
1,NO
1.25,NO
1,YES
4,YES
3.75,YES
3.4,YES
1.8667,YES
5,YES
0.75,NO
1.75,NO
3,NO
1.9545,YES
1,NO
1.7778,YES
1.5,NO
2.3333,NO
3.5,NO
1,NO
1.2222,NO
1.4286,NO
1,NO
1.5,YES
4,NO
1,NO
0.5,NO
3.3333,YES
1,NO
1.2,YES
0.5,YES
1,NO
2.2857,YES
0.6,NO
4.25,NO
1,NO
3.6667,NO
0.8333,NO
3.3333,NO
1,NO
1.3333,NO
1.8333,YES
1,NO
1.75,YES
7.4,NO
5,NO
1,NO
