,K=1,K=2,K=3,K=4,K=5,K=6,K=7,K=8,K=9,K=10,K=11,K=12,K=13,K=14,K=15,K=16
1,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309
2,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309
3,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309
4,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.245847176079734
5,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.245847176079734,0.245847176079734
6,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.245847176079734,0.245847176079734,0.205687203791469
7,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.245847176079734,0.245847176079734,0.245847176079734,NA
8,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.245847176079734,0.245847176079734,0.245847176079734,0.205687203791469,NA
9,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.245847176079734,0.245847176079734,0.245847176079734,0.245847176079734,0.205687203791469,NA
10,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.475308641975309,0.245847176079734,0.245847176079734,0.245847176079734,0.245847176079734,0.205687203791469,NA,NA
